dept,code,title,credit,detail,prereq,crosslist_code
PHIL,PHIL 331,Theories of Ethics,3,"Ethical issues of objectivity vs. subjectivity in moral judgment, relativity vs. universalizability of moral principles, the logical foundation of moral perspectives, the scope and limits of moral language etc. in light of contemporary theories designed to resolve them.",Any Philosophy course or permission from Instructor,
PHIL,PHIL 332,Metaphysics,3,"This course analyzes the nature and structure of reality with attention to issues such as physical and immaterial reality, time, the connection of mind and body, and the nature of the human person. Attention may also be given to the building of worldviews into language, the molding of perception by cultural structures, and the tools necessary to reveal how the regularities of human experience and worth are to be explained.",Any Philosophy course or permission from Instructor,
PHIL,PHIL 341,Epistemology,3,This course provides a critically analysis of the foundations of knowledge. Classical theories will be examined but the emphasis will be on recent trends in substantiating belief and defining knowledge.,Any Philosophy course or permission from Instructor,
PHIL,PHIL 342,Philosophy of Science,3,"Rise of the scientific method from the perspective of the logic of scientific explanation, relevance of theory to experimental information, dependence of scientific explanation on a paradigm of how the world functions etc.",Any Philosophy course or permission from Instructor,
PHIL,PHIL 401,Philosophical Investigations: The Ancient Period,3,"The courses are rotated over a three year sequence and allow the student to concentrate on careful study in the thought, context and impact of a specific ancient philosopher.  ",Any Philosophy course or permission from Instructor,PHIL 402 and PHIL 403
PHIL,PHIL 411,Philosophical Investigations: The Medieval Period,3,"The courses are rotated over a three year sequence and allow the student to concentrate on careful study in the thought, context and impact of a specific medieval philosopher.  ",Any Philosophy course or permission from Instructor,PHIL 412 and PHIL 413 and CRST 452
PHIL,PHIL 421, Philosophical Investigations: The Modern and Contemporary Periods,3,"The courses are rotated over a three year sequence and allow the student to concentrate on careful study in the thought, context and impact of a specific modern or contemporary philosopher.  ",Any Philosophy course or permission from Instructor,PHIL 422 and PHIL 423
PHIL,PHIL 440,Literature and Philosophy,3,"The main focus of this course is to trace the connections between two disciplines: Literature and Philosophy; students survey how writers make use of philosophical ideas, themes, vocabulary and language; study of how literary texts can focus on important philosophical issues; emphasis on both Philosophy in literature and Philosophy as Literature.", ENGL 201,ENGL 440
PHIL,PHIL 499,Philosophical Research and Use Seminar,3,  Comprehensive study of the contemporary issues in philosophy involving the development of a major research paper with the provision of a community internship, The core courses as listed in the catalog and that is and PHIL 101 and PHIL 201 and PHIL 202 and and PHIL 221 and 18 credits of electives from the major as listed in the catalog.,
PHIL,PHIL X95,Themes,x,Sections: A-E of 1 credit F-J of 2 credits K-Z of 3 credits, ,
PHRM,PHRM 101,English-A (Functional English),3,"Learn and practice the basics of grammar, comprehension, discussion on general topics, every-day conversation, listening, translation skills, paragraph writing, presentation skills, essay writing and technical Report writing.", ,
PHRM,PHRM 102,English-B (Communication & Writing skills),3,"Enhance real life communication skills, paragraph writing, CV writing, translation skills, study skill, summary and précis writing, academic writing skills (letter/memo writing, minutes of meetings), scientific writing (research proposal, article), presentation skills, personality development, pharmacy writing and oral communication.", ,
PHRM,PHRM 103,Communicative Urdu,3,Course contents are same as URDU 101, ,URDU 101
PHRM,PHRM 104,Islamic Studies,3,"Introduction to Quranic Studies, study of selected text of Holy Quran, seerat of Holy Prophet (S.A.W), introduction to Sunnah, selected study from text of Hadith, introduction to Islamic law & jurisprudence, Islamic culture & civilization, Islam& science, Islamic economic system, political system of Islam, Islamic history, social system of Islam.", ,
PHRM,PHRM 105,Christian Ethics,3,Course contents are same as CRST 152, ,CRST 152
PHRM,PHRM 106,Pakistan Studies,3,"This course is designed to develop vision of historical perspective, government, politics, contemporary Pakistan, ideological background of Pakistan. Study the process of governance, national development, issues arising in the modern age and posing challenges to Pakistan.", ,PKST 101
PHRM,PHRM 107,Fundamental of Speech,3,NO DETAILS, ,
PHRM,PHRM 108,Introduction of PR & Advertising,3,Course Contents Same as MCOM103, ,
PHRM,PHRM 110,Pharmaceutics-IA (Physical Pharmacy),4,"Introduction to the pharmacy profession. Explanation of physicochemical principles: solubilization, adsorption, ionization, hydrolysis and micromeritics. Pharmaceutical dispersions (colloids, suspensions and emulsions), their types, and methods of preparation", ,
PHRM,PHRM 111,Pharmaceutical Chemistry-IA (Organic),4,"Basic concepts of chemical bonding, hybridization, conjugation, resonance, hyper conjugation, aromaticity, inductive effect, electromeric effect, hydrogen bonding, steric effect, effect of structure on reactivity of compounds, tautomerism of carbonyl compounds, nomenclature of organic compounds. General methods of preparation, properties, identification tests and pharmaceutical applications of: alkane, alkenes, alkynes, aromatic compounds, alkyl halide, alcohol, phenols, ethers, amines, ketones, aldehydes, esters, and amides. Nucleophilic and electrophilic substitution reaction", ,
PHRM,PHRM 112,Pharmaceutical Chemistry-IIA (Biochemistry),4,"General introduction and basic biochemical principles, role of pharmaceutical biochemistry in the health profession, nature of biochemical reactions, basic chemistry(nature, classification, properties etc.) and pharmaceutical importance of biomolecules (carbohydrates, lipids, proteins, nucleic acids, vitamins, hormones, enzymes).", ,
PHRM,PHRM 113,Physiology-A,4,"Chemical composition of the body, cell structure, protein activity and cellular metabolism, genetic information and protein synthesis, movement of molecules across cell membranes, neural control mechanisms, the sensory systems, principles of hormonal control systems, muscle, control of body movement, consciousness and behavior.", ,
PHRM,PHRM 114,Anatomy & Histology,4,"Anatomical terminology, structure of cell, body tissues, integumentary system, cardiovascular system, alimentary system, urinary system, reproductive system, endocrine system, nervous system, principles of histological techniques (preparing, staining and mounting of sections), histological examination of stained sections", ,
PHRM,PHRM 115,Pharmaceutics-IB (Physical Pharmacy),4,"Rheology, physicochemical processes (precipitation, crystallization, efflorescence, deliquescence, lyophilization, fusion, adsorption, decantation, evaporation, vaporization, centrifugation, desiccation, levigation and trituration), extraction processes (maceration, percolation, liquid-liquid extraction, large scale), rate order of reactions, kinetic principles of stability testing (theoretic considerations).", ,
PHRM,PHRM 116,Pharmaceutical Chemistry-IB (Organic),4,"Heterocyclic chemistry, reaction mechanisms(Arndt-Eistert, Baeyer-Villiger oxidation, Diels Alder reaction; Grignard’s reaction, Metal hydride reduction and Wolff Kishner reduction, Friedel Crafts, Perkinn, Cannizzaro’s, Mannich reaction), reactive intermediate and free radicals, carbonium ion rearrangements, carbanions (condensation reactions).", ,
PHRM,PHRM 117,Pharmaceutical Chemistry-IIB (Biochemistry),4,"Metabolic fate of biomolecules: carbohydrates, lipids, proteins, amino acids and and bioenergetics. Regulation of metabolic processes: role of vitamins, receptor mediated regulation (hormones), secondary messengers, gene expression (replication, transcription and translation). Introduction to clinical chemistry: importance, laboratory tests (uric acid, cholesterol, bilirubin, and creatinine).", ,
PHRM,PHRM 118,Physiology-B,4,"Coordinated body functions: circulation, respiration, excretions & electrolyte balance, digestion and absorption, regulation of organic metabolism (endocrine and neural control), reproduction, defense mechanisms of the body.", ,
PHRM,PHRM 210,Pharmaceutics-IIA (Dosage Form Science),3,"Pharmaceutical calculations, introduction to dosage form, galenical preparations (infusions, decoctions, extracts, fluid extracts, tinctures, aromatic waters), solvents used in pharmaceutical preparations, preparation of oral solutions(syrups, elixirs and spirits),preparation of oral suspensions, emulsions, magma and gels, preparation and importance of topical and transdermal drug delivery systems (ointments, creams, pastes, poultice, plasters, lotions, liniments, topical gels, topical tinctures, topical solutions, topical powders), ophthalmic, nasal and otic preparations.", ,
PHRM,PHRM 211,Pharmaceutics-IIIA (Pharmaceutical Microbiology & Immunology),4,"Introduction and pharmaceutical importance of microbiology. Micro-organisms: the bacteria (morphology, structure, functions, classification and bacterial cultures), viruses (introduction, classification, cultivation and replication), fungi and protozoa. The normal flora: microbiology of air, soil, normal flora of body (skin, intestinal tract, ear, nose).", ,
PHRM,PHRM 212,Pharmacology and Therapeutics-IA,4,"Introduction to pharmacology, routes of drug administration, pharmacokinetics and pharmacodynamics. Drugs acting on autonomic nervous system (ANS): Organization of ANS, neurotransmitters, sympathetic agonists and antagonists, parasympathetic agonist and antagonists, ganglion stimulants and blockers and, neuromuscular blockers. Drugs acting on gastrointestinal tract: emetics & anti-emetics, purgatives, anti-diarrheal agents, drugs used in treatment of peptic & duodenal ulcer, chronic inflammatory bowel diseases and affecting bile flow.", ,
PHRM,PHRM 213,Pharmacognosy-IA (Basic),4,"Introduction of pharmacognosy, traditional medicine systems, herbal Pharmacopoeia and modern concepts about Pharmacognosy. Crude drugs: preparation, therapeutic classification, methods of cultivation, evaluation and adulteration. The study of the crude drugs families of medicinal importance: Ranunculaceae, Papaveraceae, Leguminosae Umbelliferae, Apocynaceae, Asclepiadaceae, Compositae, Solanaceae, Scrophulariaceae, Labiatae, Liliaceae, Zingiberaceae.", ,
PHRM,PHRM 214,Pharmacy Practice-IA (Pharmaceutical Mathematics),3,"Algebra (solution of Linear and Quadratic equations, arithmetic, geometric and harmonic progressions,permutations and combinations, binomial theorem), trigonometry, analytical geometry, differential calculus, integral calculus.", ,
PHRM,PHRM 215,Pharmaceutics-IIB (Dosage Form Science,4,"Suppositories and enemas: preparation, packaging and storage. Aerosols, inhalations and sprays: principle, container and, propellants, filling, testing, packaging, labelling and storage. Powders, capsules, tablet dosage forms: preparation of powders, granules, effervescent granulated salts, hard gelatin capsules,soft gelatin capsules and tablets. Introduction to parenterals: official types of injections, solvents and vehicles for injections, added substances. Brief introduction to oral hygiene products", ,
PHRM,PHRM 216,Pharmaceutics-IIIB (Pharmaceutical Microbiology & Immunology,4,"Industrial Microbiology: Introduction to sterilization & fermentation. Pharmaceutical products produced by fermentation process. Immunology: introduction and types of immunity, specific and non-specific, antigen-antibody reactions, hypersensitivity, allergy, vaccination. Factory & hospital hygiene: good manufacturing practices. Introduction to diseases: dengue fever, bird flu, SARS or other prevailing diseases of bacteria and virus.", ,
PHRM,PHRM 217,Pharmacology and Therapeutics-IB,4,"Autacoids and their antagonists, drugs acting on respiratory system, drugs acting on cardiovascular system, drugs acting on genitourinary system, anti-anemic drugs, agents affecting endocrine function, drug used for therapy of Diabetes Mellitus.", ,
PHRM,PHRM 218,Pharmacognosy-IB (Basic,4,"Drugs of animal origin, biologics, surgical dressings, pesticides, growth regulators, poisonous plants allergens and enzymes obtained from plant and animal source.", ,
PHRM,PHRM 219,Pharmacy Practice-IB (Biostatistics),3,"Application of statistics in Biological and Pharmaceutical Sciences. Organizing and displaying data, summarizing data and variation, curve fitting, simple regression and correlation, test of hypothesis and significance, student “T”, “F” and chi-square distributions, analysis of variance statistical package (SPSS, Minitab, Statistica etc.)", ,
PHRM,PHRM 310,Pharmacy Practice-IIA (Dispensing Pharmacy),4,"Basic principles of compounding and dispensing. Extemporaneous dispensing of solutions, suspensions, emulsions, creams, ointments, pastes and gels, suppositories, powders, granules and oral unit dosage form. Pharmaceutical incompatibilities: types manifestations, correction and prevention.", ,
PHRM,PHRM 311,Pharmaceutical Chemistry-IIIA (Pharmaceutical Analysis,4,"The quantitative and qualitative analyses of drugs using instrumental and titrimetric techniques. Spectroscopic Methods: Atomic Absorption and Emission Spectroscopy, Molecular Fluorescence Spectroscopy, Flame Photometry, I.R. Spectroscopy, Mass Spectroscopy, NMR Spectroscopy, and U.V./Visible Spectroscopy. Chromatographic Methods: Column Chromatography, Thin Layer Chromatography, Gas Liquid Chromatography, HPLC, LCMS, GCMS, Capillary Electrophoresis.", ,
PHRM,PHRM 312,Pharmacology and Therapeutics-IIA,4,"Drugs acting on central nervous system: sedatives & hypnotic, anxiolytics, antidepressants and antimanic drugs, antiepileptic, antiparkinsonian, antipsychotics, opioid analgesics, therapeutic gases, cerebral stimulants, medullary stimulants, spinal cord stimulants, anesthetics. Non-steroidal anti-inflammatory drugs: disease modifying drugs, antirheumatic drugs, non-opioid analgesics and drugs used in the treatment of gout.", ,
PHRM,PHRM 313,Pharmacognosy-IIA (Advanced),4,"Separation and isolation of plant constituents: use of spectroscopic and chromatographic techniques for the identification of natural products. Carbohydrates and related compounds: sucrose and sucrose containing drugs, cellulose and cellulose derivatives, gums and mucilage. Alkaloids: areca nut, lobelia, tropane, quinoline, isoquinoline, indole, imidazole, steroidal alkaloids and alkaloidal amines.Glycosides: cardio active glycosides, anthraquinone, saponin glycosides, cyanophore glycosides, isothiocyanate, lactone glycosides and aldehyde glycosides. Plant steroids: bile acids, plant sterols, steroidal sapogenins, steroid hormones, withanolides and ecdysons. Lipids:fixed oils, fats and related compounds and waxes.", ,
PHRM,PHRM 314,Pathology,4,"Scope of pathology & concept of diseases. Definition and terminology: ischemia, hypoxia, necrosis, infarction, atrophy, hypertrophy, hyperplasia, metaplasia, aplasia and anaplasia. Response of body to injury and infection: acute and chronic inflammation, immunity, allergy, hyper sensitivity. Specific Diseases: Ulcer (peptic, duodenal), hypertension, leukemia or blood cancer (malignant carcinoma, sarcoma & lymphomas), diagnosis and treatment of cancer.", ,
PHRM,PHRM 315,"Pharmacy Practice-IIB (Community, Social & Administrative Pharmacy)",3," Definitions and background, public health and community pharmacy, medical complication of drug taking, patient education and counselling, control of drug abuse and misuse, role of Pharmacists as public health educator in the community for drug monitoring and drug information, health system research, pharmacoeconomics, alternative therapies, pharmacy layout design.", ,
PHRM,PHRM 316,Pharmaceutical Chemistry-IIIB (Pharmaceutical Analysis),4,"Electrochemical Techniques, Thermal Analysis and Titrimetric Analysis. Occurrence, properties, preparation and application of official inorganic compounds: aluminum hydroxide, ammonium chloride, sodium carbonate, magnesium carbonate, lithium carbonate, sodium nitrite, calcium gluconate, antimony gluconate, ferrous fumarate, ferrous sulfate and silver nitrate.", ,
PHRM,PHRM 317,Pharmacology and Therapeutics-IIB,4,"Chemotherapy: antibacterial, antifungals, anti-virals, antiprotozoals, anti-neoplastic drugs; Immunopharmacology: Pharmacology of immunosuppressants and stimulants agents; Toxicology: pollution, poisoning (sign & symptom and treatment).", ,
PHRM,PHRM 318,Pharmacognosy-IIB (Advanced),4,"Volatile oils (essential oils),resins and oleoresins, tannins, natural toxicants: nutraceuticals and cosmeceuticals, tumor inhibitors from plants, introduction to clinical pharmacognosy, clinical use of herbs & herbal medicine.", ,
PHRM,PHRM 319,Pharmacy Practice-III (Computer and its Applications in Pharmacy,4,"Fundamentals of computers, research methodologies, system analysis and design, data processing, application of computers in hospital pharmacy, application of computer in community pharmacy, application of drug information retrieval & storage, data analysis.", ,
PHRM,PHRM 350,Pharmacy Practice-IVA (Hospital Pharmacy,3,"Introduction to hospital pharmacy, hospital and its organization, pharmacy, its organization and personnel, pharmacy and therapeutic committee, the hospital formulary, dispensing to inpatients, dispensing to ambulatory patients, distribution of control substances, dispensing during off-hours, and safe use of medication in the hospital.", ,
PHRM,PHRM 351,Pharmacy Practice-VA (Clinical Pharmacy-I),4,"General introduction to clinical pharmacy, patient profile and counseling (patient disease profile, taking case history, drug profile of important medications, patient counselling), clinical trials of drug substances, emergency treatment, drug interactions and pharmacovigilance.", ,
PHRM,PHRM 352,Pharmaceutics-IVA (Industrial Pharmacy),4,"Mass transfer, heat transfer, drying (theories of drying, drying of solids, classification of dryers, general methods), comminution (size reduction, factors affecting size reduction, size analysis, energy mills), mixing (mechanism & equipment), clarification and filtration (filter media, aids, equipment), evaporation, compression and compaction (flow of powder, tablets machine, tablet defects, hardness, capsules).", ,
PHRM,PHRM 353,Pharmaceutics-VA (Biopharmaceutics & Pharmacokinetics),4,"Definitions and terminology, gastro-intestinal absorption, Biological half-life and volume of distribution, drug clearance, pharmacokinetics, multiple dosage regimen, concept of compartment models.", ,
PHRM,PHRM 354,Pharmaceutics-VIA (Pharmaceutical Quality Management-I),4,"Basic concepts and introduction of pharmaceutical industry in relevance to quality assurance and quality control departments, quality control of solid dosage forms, syrups, elixirs and disperse system, suppositories & sterile products (parenteral) and standardization of pharmaceuticals.", ,
PHRM,PHRM 355,Pharmacy Practice-IVB (Hospital Pharmacy),3,"Manufacturing (bulk and sterile), the pharmacy as central sterile supply room, aseptic dispensing, role of pharmacist in small hospitals, distribution and control of hospital medicines, medical & surgical supplies, nuclear pharmacy, investigational use of drugs, health accessories, surgical supplies, inspection of wards with reference to drug storage and administration, management of accident & emergency pharmacy.", ,
PHRM,PHRM 356,Pharmacy Practice-VB (Clinical Pharmacy-I),4,"Pharmacotherapy plan(developing, implementing and monitoring drug therapy plans), drug induced diseases, utilization of clinical drug literature, online pharmaceutical care services and globalization, provision of pharmaceutical care in multiple environments, disease management (etiology, pathogenesis, clinical presentation, diagnostic, pharmacotherapy of diseases in cardiovascular unit, pulmonary unit and gastroenterology unit).", ,
PHRM,PHRM 357,Pharmaceutics-IVB (Industrial Pharmacy),4,"Formulation, equipment used in preparation and test methods for pharmaceutical suspensions, emulsions, semisolids, sterile products. Packing & packaging: influence of packaging materials, stability, packaging lines, packaging area, packaging equipment. Safety in pharmaceutical industry.", ,
PHRM,PHRM 358,Pharmaceutics-VB (Biopharmaceutics & Pharmacokinetics),4,"Elimination of drugs (hepatic elimination, renal excretion), protein binding, pharmacokinetics variations in disease states, pharmacokinetics of intravenous infusions, biopharmaceutical aspects in developing a dosage form, bioavailability and bioequivalence, in vitro-in vivo correlation.", ,
PHRM,PHRM 359,Pharmaceutics-VIB (Pharmaceutical Quality Management),4,"Biological assays, alcohol determination, alkaloidal drug assay, quality assurance of vaccines, miscellaneous determinations and tests, statistical interpretation of quality control charts during manufacturing processes.", ,
PHRM,PHRM 410,Pharmaceutics-VIIA (Pharmaceutical Technology),4,"Principles of pharmaceutical formulation and dosage form design, advanced granulation technology (design & practice), polymers used in drug delivery systems, novel drug delivery systems (sustained/ controlled release drug delivery system), microencapsulation techniques, developmental aspects of matrix and reservoir systems.", ,
PHRM,PHRM 411,Pharmacy Practice-VIA (Advanced Clinical Pharmacy-II,4,"Rational use of drugs, introduction to essential drugs (criteria for selection, usage and advantages, development of EDL), disease management (etiology, pathogenesis, clinical presentation, diagnostic, pharmacotherapy of diseases in central nervous system, infectious diseases and endocrinology units), drug utilization evaluation & drug utilization review, clinical pharmacokinetics.", ,
PHRM,PHRM 412,Pharmacy Practice-VIIA (Forensic Pharmacy),3,"Introduction (forensic pharmacy, history of drug legislation and drug control administration), role of forensic pharmacist, pharmaceutical ethics (patents and generics, sale, industry, research), and study of drug laws (Drugs Act, 1976/DRAP Act, 2012, provincial drug rules, advertisement rules, other related rules, legal aspects).", ,
PHRM,PHRM 453,Pharmacy Practice-VIIIA (Pharmaceutical Management & Marketing),3,"Management & marketing: principles of management, types and functions of managers, planning, organizing, management control systems, motivation, innovation and creativity, principles of marketing, product management, marketing research. Production management: material management, planning of production, batch record maintenance.", ,
PHRM,PHRM 454,Pharmaceutical Chemistry-IVA (Medicinal Chemistry),4,"Introduction to medicinal chemistry, drug targets and drug designing, general properties, chemistry, biological action, structure activity relationship and the therapeutic applications of hormones, proteinaceous hormones, antineoplastic agents, sedatives & hypnotics, anaesthetics, general anesthetics, analgesics and antipyretics.", ,
PHRM,PHRM 455,Pharmaceutics- VIIB (Pharmaceutical Technology),4,"Novel GIT drug delivery system (oral osmotic pumps, ion-exchange controlled, pH- controlled, bio/muco-adhesive and floating DDS), drug carrier system (liposomes, niosomes), targeted drug delivery system (active & passive drug targeting), pharmaceutical biotechnology (introduction, techniques, genetic engineering and its application, pharmaceutical recombinant therapeutic proteins, monoclonal antibodies, immobilized enzymes).", ,
PHRM,PHRM 456,Pharmacy Practice-VIB (Advanced Clinical Pharmacy-II),4,"Pharmaceutical care, its scope, management and applications, clinical therapeutics, disease management (etiology, pathogenesis, clinical presentation, diagnostic, pharmacotherapy of diseases in oncology, nephrology, and hematology units), clinical toxicology, safe intravenous therapy, hazards of I.V. therapy and non-compliance.", ,
PHRM,PHRM 457,Pharmacy Practice-VIIB (Forensic Pharmacy),3,"The pharmacy act 1967, control of narcotics substances act 1997 (laws relating to narcotic drugs and psychotropic substances), the poisons act 1919, the factories act 1934, shops and establishments ordinance 1969 with rules.", ,
PHRM,PHRM 458,Pharmacy Practice-VIIIB (Pharmaceutical Management & Marketing),3," Marketing management, (ethics in pharmaceutical marketing, marketing research, Market Analysis Techniques 3Cs, marketing performance, marketing channels), sales management, business development management, business communication, strategies, and global meetings.", ,
PHRM,PHRM 459,Pharmaceutical Chemistry-IVB (Medicinal Chemistry),4,"General properties, chemistry biological action, structure activity relationship and therapeutic applications of sulphonamides, antimalarials, diuretics, antitubercular drugs, antiviral drugs, antibiotics", ,
PHYS,PHYS 100,Introduction to Physics,4,"Not for Students who have studied Physics at Intermediate or A-Levels or equivalent Scope of physics, kinematics and bodies in motion, communication, basic electricity, medical physics and elements of astrophysics, laboratory: familiarization with measuring instruments and related experimentation.", ,
PHYS,PHYS 102,General Physics II/Basic Electronics,4,"Note: The CSCS 105 course is open only to Computer Science majors. Electricity, magnetism, DC and AC Current, modern Physics, laboratory.",PHYS 100 or A-Level or Intermediate Physics,CSCS 105 
PHYS,PHYS 103,Mechanics,4,"Study of physical phenomena in mathematical terms, statics and dynamics of particles and rigid bodies, oscillatory and rotary motion, gravitation and fluid mechanics, laboratory.",PHYS 100 or Intermediate or A-Level Physics or equivalent,
PHYS,PHYS 104,Wave and Vibrations,4,"Study of physical phenomena in mathematical terms, types of waves, mathematical representations, energy of waves, interference, diffraction and polarization, laboratory.",PHYS 103 or Intermediate or A-Level Physics or equivalent,
PHYS,PHYS 151,Introduction to Sources of Energy and Environment,3,"Not recommended for first semester Freshmen Conventional energy resources, fossil fuels including petroleum, natural gas, coal and tar sands, the promise and problems of nuclear energy, alternative energy sources, wind, solar, biogas, tidal etc., energy conservation, environmental pollution and its global effects.", ,ENVR 151
PHYS,PHYS 192,Science and the World Around Us,3,"The course is open to undergraduates in all departments. This course bridges the divide between science and non-science students by introducing major scientific concepts using simple language, and creates an understanding of important contemporary issues that simultaneously involve science, society, and politics. Main topics: the nature and history of science; great achievements of science; science and politics in the modern world; the challenge of climate change; science and war.", ,SOCL 192
PHYS,PHYS 221,Electricity and Magnetism,4,"Electrostatics, magnetostatics, electric current, laws of magnetism, Maxwell’s equations, electromagnetic energy and electromagnetic wave equations, laboratory.",PHYS 103 or PHYS 104,ENVR 221
PHYS,PHYS 222,Modern Physics,4,"Study of Einstein’s special theory of relativity, black body radiation, the Bohr atom, elementary wave mechanics, atomic and molecular spectra, exclusion principle, periodic table, X-ray spectroscopy, introduction to lasers, laboratory.",PHYS 221 or PHYS 103,
PHYS,PHYS 234,Heat and Thermodynamics,3,"Heat and Thermodynamics is one of the key undergraduate physics course. It connects the world of everyday systems, of astronomical objects, and of chemical and biological processes with the world of molecular, atomic, and electronics systems. The course will be introduced through a unified approach to the equilibrium thermal properties of large systems based on the quantum viewpoint and statistical probability. The laws of thermodynamics and the concepts of entropy, temperature, chemical potential, free energy, and thermodynamic potential will be covered. The heat transfer, phase transition, and classical kinetic theory will be discussed.",PHYS 103,
PHYS,PHYS 255,Introduction to Meteorology,3,"Study of the physical processes of condensation, precipitation, radiation and radioactive transfer, solar radiation, atmospheric motion measuring properties of the atmosphere, ionosphere and magnetosphere, Earth’s magnetic field and charge density movement in the atmosphere",PHYS 102 or PHYS 103 or PHYS 151,ENVR 255
PHYS,PHYS 300,Fundamental of Optics,4,"One Dimensional Waves, Harmonic Waves, Phase and Phase Velocity, Group Velocity, laws of electromagnetic theory, Electromagnetic Waves, Poynting Vector, Rayleigh scattering, Reflection, Refraction, Fermat's Principle, Total Internal Reflection, Lenses, Aperture and field stop, Mirror, Aberration, Astigmatism, Polarizers, Dichroism, Birefringence, Application of the Fresnel equation, Liquid Crystals, Interference, Young's experiment, Michelson's Interferometer, Fabry-Perot Interferometer, Applications of Interferometry, Diffraction, Huygens-Fresnel Principle, Fraunhofer and Fresnel diffraction, The Double Slit, Grating spectroscopy, Holography, laboratory.",PHYS 104 and and PHYS 221,
PHYS,PHYS 301,Classical Mechanics,3,"Study of the motion of particles and system of particles, direct application of Newtonian mechanics, Lagrangian formulation, Hamiltonian formulation, motion under an inverse force field, two body problems, planetary orbital motion, Legendre transformation, canonical transformations and their properties, Poisson’s brackets, theorems and invariance.",PHYS 103 or MATH 302,
PHYS,PHYS 321,Electrodynamics,4,"Emphasis on the unity of electric and magnetic phenomena, introduction of electrostatics and magnetostatics, solution of boundary-value problems, time-varying fields, gauge transformations, Maxwell’s equations and wave equations, electromagnetic wave propagation in lossless, Lossy and metallic media, wave propagation through coaxial transmission lines, rectangular waveguides and radiation from oscillating dipoles, laboratory.",PHYS 221 and MATH 203,
PHYS,PHYS 331,Electronics I,4,"Circuit analysis, Characteristics and applications of semiconductor devices and circuits, power supplies, special diodes, Bipolar junction transistors (BJTs) with biasing analysis and frequency response, BJT models, Field effect transistors (FETs), signal analysis of BJTs and FETs, Power amplifiers, Feedback concepts and types, Oscillator circuits and applications, Multivibrators, Laboratory.",PHYS 221 or PHYS 102,
PHYS,PHYS 332,Electronics II,4,"Models for active devices, single-ended and differential amplifiers, current sources and active loads, operational amplifiers, feedback, design of analogue circuits for particular functions and specifications, design of decision-making circuits, memory type circuits and digital circuits, laboratory.",PHYS 331,
PHYS,PHYS 334,Statistical Physics,3,"Statistical physics is one of the key advanced undergraduate physics courses. The course will be introduced through a unified approach to the equilibrium thermal properties of large systems based on the quantum viewpoint and statistical probability. The heat transfer, phase transition, and classical kinetic theory will be discussed. Statistical physics is one of the key advanced undergraduate physics courses. It connects the world of everyday systems, of astronomical objects, and of chemical and biological processes with the world of molecular, atomic, and electronics systems. The course will be introduced through a unified approach to the equilibrium thermal properties of large systems based on the quantum viewpoint and statistical probability. The heat transfer, phase transition, and classical kinetic theory will be discussed.",PHYS 234,
PHYS,PHYS 341,Methods of Mathematical Physics,3,"Vector analysis and special function curvilinear coordinates, Legendre polynomials, Bessel functions, Neumann functions, Cauchy-Riemann equations, Fourier series and Fourier transformations, Tensor analysis.",PHYS 221 or MATH 203,MATH 316
PHYS,PHYS 342,Computational Physics,3,"Introduction to scientific computing, Basic numeric tools to solve physics problems, Ordinary differential equations, Partial differential equations, Finite difference time domain method (FDTD), Monte Carlo technique",PHYS 221,
PHYS,PHYS 351,Environmental Physics,3,"Introduction to environmental physics, radiation, radiation balance, heat and mass transfer, micrometeorology of crops.",PHYS 103 or PHYS 151,ENVR 351
PHYS,PHYS 352,Plasma Physics,4,"Plasma state; Criteria for the plasma state; Debye shielding, Gas discharge; Space physics; Controlled fusion; Modern astrophysics; MHD energy conversion; Ion/Plasma propulsion; Solid-State plasma, single particle motion in electric and magnetic fields (uniform, non- uniform, time-independent and time varying fields); Plasmas as magnetic mirror, continuity equation, Poisson's equation, Waves and wave propagations in plasmas; Phase velocity; Group Velocity; Dispersion relations.",PHYS 221,
PHYS,PHYS 353,Introduction to Nonlinear Methods,3,"Linear Differential equations; Wave amplitude dependent phase velocity and Non-Linear effect; Multiple Scale Analysis; Introduction to Chaos - One dimensional model; Discovery of the solitary waves; Introduction to Korteweg deVries equation, solitary limit; Relation between amplitude, speed and width; Sagdeev Potential; Conservation Laws; Wave equation and Dispersion Relation; Dispersive Waves, Phase velocity and group velocity; Reductive Perturbation Method; Solitary waves, Dispersion and Nonlinearity; Nonlinear Schrodinger equation; Evolution equation for envelope function.",PHYS 341,
PHYS,PHYS 422,Nuclear Physics,3,"Structure and properties of the Nucleus, Nuclear forces, nuclear phenomenology, reaction and stability of nuclear models, radiation and decay, Alpha, Beta and Gamma Decay, Nuclear Reactions and Detection of radiation.",PHYS 222,
PHYS,PHYS 451,Sources of Energy,3,"Study of the different alternative sources of energy including, hydroelectric, wind, solar, photovoltaics, nuclear and thermonuclear (fission and fusion ). New energy technologies like fuel cells and the role of hydrogen, the Physics of these sources and their environmental impact.",PHYS 222,ENVR 451
